CID,IC50,SMILES,MolecularWeight,NumAtoms,NumTorsions
162533631,51.0,CC1(C2C1C(N(C2)C(=O)COC3=CC(=C(C=C3)Cl)Br)C(=O)NC(CC4CCNC4=O)C=O)C,540.8,33,8
156023277,290.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2CC3CCCC(C3)C2,449.6,32,10
156906298,52.0,CC1CCN(C1)S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,485.0,33,4
162396423,52.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)C(F)(F)F,491.5,35,7
162533623,52.0,CC1(C2C1C(N(C2)C(=O)COC3=CC4=CC=CC=C4C=C3)C(=O)NC(CC5CCNC5=O)C=O)C,477.6,35,8
162680148,52.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=NC2=C(N1)C=C(C=C2)Cl,489.3,32,9
501955,53.0,C1=CC=C2C(=C1)C=C(S2)CN3C4=C(C=C(C=C4)C(=O)N)C(=O)C3=O,336.4,24,3
73000520,53.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,601.6,44,13
73034188,53.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,12
143139071,53.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)C#N)NC(=O)C3=CC4=C(N3)C=CC=C4OC,601.6,44,13
156023299,270.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC23CC4CC(C2)CC(C4)C3,542.7,37,11
162396385,53.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=C(C3=C(N2)C=CC=C3OC)F,457.5,33,9
162680094,53.0,C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)OCC2=CC=CC=C2,484.9,33,10
70330988,54.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=C(N2)C=CC=C3OC,500.6,36,11
156023298,290.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC23CC4CC(C2)CC(C4)C3,461.6,33,10
44580152,80.0,C1=CC2=C(C(=C1)C(=O)OC3=CC(=CN=C3)Cl)NC=C2,272.68,19,2
74073475,56.0,CC(C)(C)OC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NNC(=O)OCC(=O)N3CCCC4=CC=CC=C43,535.6,39,6
155489967,56.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C(C(C)C)NC(=O)C=CC2=C(C=C(C=C2)Cl)F,551.0,38,13
162396249,56.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC,453.5,33,8
162680149,56.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=NC2=C(N1)C=C(C=C2)F,472.9,32,9
156023287,100.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CC3CCC2C3,502.6,34,11
156596258,59.0,CN1CC(C(=O)NC1=O)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCCC(F)(F)F)C4=CN=CC=C4,520.9,36,6
156906219,59.0,COC1CN(C1)S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,487.0,33,5
7230550,60.0,C1=COC(=C1)C(=O)OC2=CC(=CN=C2)Cl,223.61,15,2
11261508,60.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)C(C(C)OC(C)(C)C)NC(=O)OCC2=CC=CC=C2,560.7,40,14
11317290,60.0,CN(C)C1=CC=C(C=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])Cl,466.9,33,8
16204418,60.0,C1=CC(=CC=C1C2=CC=C(O2)C(=O)OC3=CC(=CN=C3)Cl)[N+](=O)[O-],344.70,24,4
156026027,150.0,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CN=CN5,414.5,30,6
156906279,60.0,COC1=CC2=C(C=NC=C2C=C1)NC(=O)C3CCNC4=CC(=C(C=C34)Cl)Cl,402.3,27,3
156906299,60.0,C1CC(C1)(CS(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,495.0,34,5
162533729,60.0,C1CC(CC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,491.9,33,7
162533734,60.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)C(F)Cl)(F)F,524.0,35,7
162533805,60.0,C1CC(CCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,506.0,34,7
162533826,60.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CC=NS4)C(=O)CCl)(F)F,506.0,34,7
162680166,60.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)CNC1=CC(=CC=C1)OC,473.9,32,12
156596257,61.0,CN1CC(C(=O)NC1=O)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4CC4)C5=CN=CC=C5,478.9,34,6
156596260,61.0,CN1CC(C(=O)NC1=O)C2=CN(C(=O)C(=C2)C3=CC(=C(C(=C3)Cl)F)OCC4=C(N=CS4)C(F)(F)F)C5=CN=CC=C5,608.0,41,6
156906438,61.0,COC1=CC2=C(C=NC=C2C=C1)NC(=O)C3(CCOC4=C3C=C(C=C4)Cl)OC,398.8,28,4
162533817,62.0,C1CC(CCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NS4)C(=O)CCl)(F)F,506.0,34,7
16203797,63.0,C1=CC(=CC=C1C2=CC=C(O2)C(=O)OC3=CC(=CN=C3)Cl)Cl,334.1,22,3
135699256,290.0,C1=CC=C(C(=C1)C=NN=C(C2=NON=C2NCNC3=NON=C3C(=NN=CC4=CC=CC=C4O)N)N)O,504.5,37,10
156023286,140.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OCC2CC3CCC2C3,421.5,30,10
162533781,530.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl)(F)F,489.9,34,7
156023309,64.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C(C)(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,570.7,41,12
156023314,64.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,590.7,43,13
156882211,64.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,542.6,39,13
156906215,64.0,C1CC1(CS(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54)C#N,481.0,33,5
54592394,65.0,CC(C)C(C(=O)NC(CC1CCCCC1)C(=O)NC(CC2=CN=CN2)C=O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C,591.7,42,16
156882232,65.0,CCC(C)C(=O)OCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,556.6,40,14
156906150,65.0,CN(CC(=O)OC)S(=O)(=O)N1CC(C2=C(C1)C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,503.0,34,6
162533614,65.0,CC(C)C(C(=O)NC(CC1CCCCC1)C(=O)NC(CC2=CN=C[NH2+]2)C=O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C,592.7,42,16
156882215,66.0,CCC(C)C(=O)OCC(=O)C(CC1CCNC1=O)NC(=O)C(CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,556.6,40,14
162396389,66.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=C(C3=C(N2)C=CC=C3OC)F,471.5,34,8
162680141,67.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=CC2=C(N1)C=CC(=C2)F,471.9,32,9
162396400,68.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3O,425.5,31,8
155803086,69.0,CC(C(=O)N1CC2CCCC2C1C(=O)NC(CC3CCNC3=O)C=O)OC4=CC=C(C=C4)OC,471.5,34,9
156906307,69.0,CNC(=O)CN1CC(C2=C(C1)C=CC(=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,408.9,29,4
162533647,69.0,CC(C(=O)N1CC2CCCC2C1C(=O)NC(CC3CCNC3=O)C=O)OC4=CC=C(C=C4)OC,471.5,34,9
154584295,430.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OC2CCC(CC2)(F)F,512.5,34,10
162533684,70.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)C(F)Cl)(F)F,549.9,37,7
162680126,70.0,CC1=C(C=NO1)C(=O)NC(CC(C)C)C(=O)NN(CCC(=O)N)C(=O)CCl,401.8,27,9
162396326,71.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,590.7,43,14
162533845,71.0,C1COCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl,441.9,31,7
156023323,72.0,CC1=C(C(=NN1C)C)C(=O)OCC(=O)C(CC2CCCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,622.7,45,13
156907341,73.0,C=CCN1C=CC2=C(C=CC=C21)C(=O)OC3=CC(=CN=C3)Cl,312.7,22,4
162396431,73.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C(=CC=C3)C(F)(F)F,477.5,34,8
162680173,73.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)C1=NN2C=CC=CC2=C1,454.9,31,9
9903743,74.0,C1=CC=C2C(=C1)C(=O)N([Se]2)CC3=CC=CO3,278.18,16,2
73014891,74.0,CC1=C(C(=CC=C1)C)C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,604.7,44,13
156027227,119.0,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC(=C3)Cl)F)C4=CC=C(C=C4)C5=CN=CC=C5,471.9,34,6
156882187,74.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2CCCCC2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,582.7,42,13
162396401,74.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC(=C3OC)O,455.5,33,9
162680116,74.0,C1CCC(CC1)CC(C(=O)NN(CC2CCNC2=O)C(=O)CF)NC(=O)C3=CC4=CC=CC=C4N3,485.6,35,8
162680130,74.0,CC(C)CC(C(=O)NN(CCC(=O)NC)C(=O)CCl)N(C)C(=O)C1=CC2=CC=CC=C2N1,464.0,32,9
162680098,77.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)OCC1=CC=CC=C1,444.9,30,10
156907374,100.0,C1CNC(=O)C1CC(C=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C3=CC4=C(C=C3)OCO4,451.5,33,9
162533782,78.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,506.0,34,7
73025005,79.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)OC)NC(=O)C3=CC4=C(N3)C=CC=C4OC,606.7,44,14
143139052,79.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)OC)NC(=O)C3=CC4=C(N3)C=CC=C4OC,606.7,44,14
26436,200.0,CCOC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,240.30,18,4
11313622,80.0,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,334.4,24,3
154584297,410.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C=O)NC(=O)OC2CCC(CC2)(F)F,431.5,30,9
154584298,480.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(O)S(=O)(=O)[O-])NC(=O)OCC2CCC(CC2)(F)F,526.6,35,11
154732744,80.0,C1=CC2=C(C(=C1)C(=O)OC3=NC=CC(=C3)Cl)NC=C2,272.68,19,2
162396349,80.0,CC(C1=CC=C(C=C1)Br)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)C(Br)Br,686.2,37,8
162396357,80.0,CC(C1=CC=CC=C1)NC(=O)C(C2=CN=CC=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C(=O)C(Br)(Br)Br,686.2,37,7
162533674,80.0,C1CCC(CC1)NC(=O)C(C2=CN=CC=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)CCl,494.9,34,7
162533804,80.0,C1CC(CCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,506.0,34,7
156906963,233.0,C1CC2=C(C=C(C=C2)Cl)C(=C1)C(=O)NC3=CN=CC4=CC=CC=C43,334.8,24,2
73068450,82.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)F)NC(=O)C3=CC4=C(N3)C=CC=C4OC,594.6,43,13
91080811,82.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)F)NC(=O)C3=CC4=C(N3)C=CC=C4OC,594.6,43,13
143139035,82.0,CC1=CC=C(C=C1)C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,590.7,43,13
73024484,83.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)N(C)C(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,11
143139096,105.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)N(C)C(=O)C2=CC3=C(N2)C=CC=C3OC,486.6,35,11
156023330,83.0,CC1=C(N=CO1)COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5=CC=CC=C5C#N)Cl,494.9,36,6
162396231,83.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3OC(F)(F)F,493.5,35,9
162396434,83.0,CC1=C(SC2=NC=C(N12)C(F)(F)F)C(=O)NC(CC(C)(C)C)C(=O)NC(CC3CCNC3=O)C#N,512.6,35,7
156906260,174.0,COC1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,368.8,26,3
135936503,450.0,COC1=C(C=CC(=C1)C(C2=C(NC(=O)NC2=O)O)N=C3NC(=O)C(S3)CC(=O)NC4=CC=C(C=C4)C(=O)O)O,555.5,39,8
156023331,85.0,CC1=C(N=CO1)COC2=CC(=CC(=C2)C3=CC(=CN(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,505.9,36,6
73027301,86.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,576.6,42,13
154702370,86.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,576.6,42,13
156023313,444.0,CC(C)CC(C(=O)NC(CC1CCCNC1=O)C(=O)COC(=O)C2(CCCCC2)C(F)(F)F)NC(=O)C3=CC4=C(N3)C=CC=C4OC,664.7,47,13
73034675,87.0,CC1=CC=C(C=C1)C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,590.7,43,13
162680103,87.0,CC(C)CC(C(=O)NN(CC1=CN=CN1)C(=O)CCl)NC(=O)OCC2=CC=CC=C2,435.9,30,9
2800278,500.0,C1=CSC(=C1)C(=O)OC2=CC(=CN=C2)Cl,239.68,15,2
44580738,120.0,C1=CC(=CC(=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C(=O)OC4=CC(=CN=C4)Cl)[N+](=O)[O-],457.8,31,5
156906218,89.0,C1CN(C1)S(=O)(=O)N2CC(C3=C(C2)C=CC(=C3)Cl)C(=O)NC4=CN=CC5=CC=CC=C54,456.9,31,4
162533677,90.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)CCl)(F)F,531.9,36,7
162533850,90.0,C1CC(CC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CN=CS4)C(=O)CCl)(F)F,491.9,33,7
162680093,90.0,C1CCC(CC1)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)OCC2=CC=CC=C2,484.9,33,10
162680096,90.0,CC(C)CC(C(=O)NN(CCC(=O)N)C(=O)C(F)Cl)NC(=O)OCC1=CC=CC=C1,444.9,30,10
70330664,91.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2CCCO2,411.5,29,9
73031386,91.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CO)NC(=O)C2CCCO2,411.5,29,9
156882206,91.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CN(N=C2)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,580.6,42,13
156907049,284.0,CC1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=CN=CC4=CC=CC=C43,352.8,25,2
162396424,91.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=C(C=C3Cl)Cl,492.4,33,7
156882197,92.0,CC1=NN(C=C1C(=O)OCC(=O)C(CC2CCNC2=O)NC(=O)C(CC(C)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC)C,594.7,43,13
162396433,92.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(C=CC=C3N2)C(F)(F)F,477.5,34,8
162396447,92.0,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3CCNC3=O)C#N)CO,515.5,36,7
71508882,94.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)C2=NC3=CC=CC=C3S2)NC(=O)C(C(C)C)NC(=O)OCC4=CC=CC=C4,635.8,45,14
155803087,94.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC5=C(C=C4)OCCO5,485.5,35,8
162533648,94.0,C1CC2CN(C(C2C1)C(=O)NC(CC3CCNC3=O)C=O)C(=O)COC4=CC5=C(C=C4)OCCO5,485.5,35,8
162533923,96.0,CNC(=O)CN1C(=O)N=C(N(C1=O)CC2=CC(=C(C(=C2)F)F)F)NC3=CC4=CN(N=C4C=C3Cl)C,507.9,35,6
73037148,97.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2=CC=C(C=C2)Cl)NC(=O)C3=CC4=C(N3)C=CC=C4OC,611.1,43,13
156906261,97.0,COC1(CCOC2=C1C=C(C=C2)Cl)C(=O)NC3=C4C=C(C=CC4=CN=C3)F,386.8,27,3
54592395,98.0,CC(C)CC(C(=O)NC(CC1=CN=CN1)C=O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CO)NC(=O)C,551.6,39,16
154732788,98.0,CC(C(=O)NC(C1CCCCC1)C(=O)NC(CC2=CN=CN2)C=O)NC(=O)C(CO)NC(=O)C,478.5,34,12
156906443,98.0,C1COC2=CC(=C(C=C2C1C(=O)NC3=CN=CC4=CC=CC=C43)Cl)F,356.8,25,2
162533619,98.0,CC(C)C(C(=O)NC(CC1CCCCC1)C(=O)NC(CC2=CN=C[NH2+]2)C=O)NC(=O)C(C(C)O)NC(=O)C,535.7,38,14
23605479,397.0,C1=CC=C(C=C1)S(=O)(=O)C2=C(OC(=N2)C3=CC=C(C=C3)F)S(=O)(=O)CC4=CC=CC=C4F,475.5,32,6
21881944,100.0,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC2=CC=CC=C2C=C1)C(=O)NC(C)C(=O)N,456.5,33,11
44578234,100.0,C1CNC(=O)C1CC(C=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,437.5,32,10
52943167,100.0,CC(C)C1C(=O)NCC(=O)NC(C(=O)NC2CSCC3=CC(=CC(=C3)CSCC(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC2=O)CC4=CNC5=CC=CC=C54)CC(=O)O)CC6=CC=CC=C6)CCC(=O)N)C(=O)NCC(=O)N)CSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)O)CC7=CC=C(C=C7)O)CCC(=O)O)NC(=O)C(C)N)CC8=CC=CC=C8,1970.2,138,24
52946468,100.0,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC2CSCC3=CC(=CC(=C3)CSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CC4=CN=CN4)CC(=O)N)CC(=O)O)CC5=CNC6=CC=CC=C65)CC7=CNC8=CC=CC=C87)CC(=O)N)C(=O)NCC(=O)N)CSCC(C(=O)N1)NC(=O)C(C)N)CC9=CC=CC=C9)CC(C)C)CC(=O)O)CC1=CC=CC=C1,2114.4,149,27
54589400,100.0,CNC(=O)C(CC1=CN=CN1)NC(=O)CN(CCCC2=CC=CC=C2)CC(=O)O,401.5,29,12
154584291,230.0,CCCC1CCC(CC1)OC(=O)NC(CC(C)C)C(=O)NC(CC2CCNC2=O)C=O,437.6,31,11
154878526,414.0,CC(C)(C)C1=CC=C(C=C1)N(C(C2=CN=CC=C2)C(=O)NCCC3=CC(=CC=C3)F)C(=O)C4=CC=CO4,499.6,37,8
155803129,100.0,CC1=CC=CC=C1COC2=CC(=CC(=C2)C3C=C(C(=O)N(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,531.0,38,6
162533816,100.0,C1CC(CCC1NC(=O)C(C2=NC=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl)(F)F,489.9,34,7
162533824,100.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CC=NS4)C(=O)CCl)(F)F,506.0,34,7
164532107,100.0,C1CC1CC(C(=O)NC(CC2CCNC2=O)C(=O)C(=O)N)NC(=O)C=CC3=C(C=C(C=C3)Cl)Cl,509.4,34,11
154702378,101.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CN=[N+]=[N-])NC(=O)C2=CC3=C(N2)C=CC=C3OC,497.5,36,12
44578386,200.0,C1CNC(=O)C1CC(C=O)NC(=O)C(CC2=CC=CC=C2)NC(=O)C=CC3=C(C=C(C=C3)Cl)F,485.9,34,10
70331170,103.0,COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4CCNC4=O)C(=O)CO,506.5,37,11
77826076,103.0,COC1=CC=CC2=C1C=C(N2)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC4CCNC4=O)C(=O)CO,506.5,37,11
156882263,104.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC(=O)C2(CC2)C)NC(=O)C3=CC4=C(N3)C=CC=C4OC,554.6,40,13
162396408,104.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=C(C3=C(N2)C=C(C=C3OC)C(F)(F)F)C(F)(F)F,589.5,41,8
162396421,104.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C#N)NC(=O)C2=CC3=C(N2)C=CC=C3Cl,458.0,32,7
73034096,105.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=CC=CC=C3N2,470.6,34,10
154702365,105.0,CC(C)(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)COC)NC(=O)C2=CC3=CC=CC=C3N2,470.6,34,10
156023335,105.0,C1C(C(=O)NC(=O)N1)C2=CN(C(=O)C(=C2)C3=CC(=CC(=C3)Cl)OCC4=C(N=CO4)C(F)(F)F)C5=CN=CC=C5,559.9,39,6
156906969,105.0,C1CCC(CC1)CCN(C2=CC(=CC(=C2)Cl)OC3CC(=O)N3)C(=O)NC4=CN=CC5=CC=CC=C54,493.0,35,7
91158766,107.0,CC(C)CC(C(=O)NC(CC1CCNC1=O)C(=O)CNS(=O)(=O)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,549.6,38,13
156906329,107.0,COC1=CC2=C(C=NC=C2C=C1)NC(=O)C3CCOC4=CC(=C(C=C34)Cl)F,386.8,27,3
10804277,108.0,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)OC3=CC(=CN=C3)Cl,301.68,21,2
47318,210.0,CC1=C(SSC1=S)C2=NC=CN=C2,226.3,13,1
138663337,110.0,C1=CC=C2C(=C1)C(=O)N(S2)CC3=CC=CO3,231.27,16,2
155803128,110.0,C1C(C(=O)NC(=O)N1)C2=CC(C(=O)N(C2=O)C3=CN=CC=C3)C4=CC(=CC(=C4)Cl)OCCC5=CC=CC=C5,531.0,38,7
155803130,110.0,CC1=CC(=CC=C1)COC2=CC(=CC(=C2)C3C=C(C(=O)N(C3=O)C4=CN=CC=C4)C5CNC(=O)NC5=O)Cl,531.0,38,6
156026026,110.0,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CSC=C3)C4=CC=C(C=C4)C5=CNN=C5,414.5,30,6
162533681,110.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=C(C=C(C=C3)OC(F)(F)F)C#N)C(=O)C(F)Cl)(F)F,549.9,37,7
162533780,110.0,C1CC(CCC1NC(=O)C(C2=CN=CN=C2)N(C3=CC=C(C=C3)C4=CC=NO4)C(=O)CCl)(F)F,489.9,34,7
156027228,176.0,C1=CC=C2C(=C1)N=NN2CC(=O)N(CC3=CC(=CC(=C3)Cl)Cl)C4=CC=C(C=C4)C5=CN=CC=C5,488.4,34,6
